Explanation;Target
"Vodafone Online müşteri hizmetlerini 09.00-09.49 arasında arka arkaya aradım, asla düşmüyor. Müşteri hizmetlerini aradım, beni tersler gibi bir bayan açtı. 'Bizim yapacak bir şeyimiz yok, orayı arayın' dedi. Soru soruyorum, cevap vermiyor; kızar gibi nefes alıp veriyor. Bu ne saygısızlık! İki hattımı taşıdım, bana cevap verecek kimse yok. Acil beni arayın.";0
Bugüne kadar defalarca yurt dışına çıktım fakat ilk kez Vodafone iznim, onayım ve haberim olmadan yurt dışı kullanımına açmış telefonumu. Defalarca email ve telefonla ulaşmaya çalışmama rağmen 3 gün sürdü kapattırmam ve bu sırada yüklü bir fatura çıkartıldı. Daha önceleri Turkcell'de iken yurt dışında olduğum her gün mesaj gelirdi 'Telefonunuzu dilerseniz yurt dışı kullanımına açabilirsiniz' diye ama haberim bile olmadan açılmış, ek tarifeler tanımlanmış. Bu nasıl bir anlayıştır? İstesem ben açtırabilirim. Bunu bir şekilde hissettirmeden 'Zaten paketiniz böyle' denebilir mi? Ayrıca, Vodafone'a defalarca emaille ulaşmaya çalıştım. Vodafone yardım mailinden 'Bu birim ilgilenmiyor' diye cevap geldi. Neyle ilgileniyor Vodafone yardım? Ücretin iadesini istiyorum. Sonuna kadar mücadele edeceğim.;0
Tmonz Digital Media diye bir yerden 189 TL tutarında bir ücret geldi. Rızam dışında bu nasıl olur? Hatayı düzeltmenizi istiyorum. Aksi takdirde hukuki işlemleri başlatacağım. İnsan hakkına girmeyin! Ve nasıl olur da benim rızam olmadan bu gerçekleşir... Tüketici Hakları'na gerekirse mahkeme boyutuna taşıyacağım. 400 TL faturam 1371 TL geldi;0
0534*****16 numaralı hattın yasal kullanıcısıyım. Taahhüdüm bu ay itibariyle bitiyor ve temsilci tarafından aranıp uygulama üzerinden sunulan tekliften daha yüksek bir teklif verildi. Kabul etmediğimi söylediğimde indirimimin sonlandırılmasıyla tehdit edildim. Gereğinin yapılmasını talep ediyorum.;0
5 Temmuz 2024te gelen kod sonucu onayım olmadan cepte gün aboneliği başlatılmıştır ve faturama 260 TL civarında bir ödeme yansıtılmıştır. Para iadesi yapılmasını istiyorum. Telefonuma gelen ard Arda mesajlar sonrasında ne olduğunu bile anlayamadım ve en son faturamdaki yüksekliği fark edip müşteri hizmetleriyle konuşunca müşteri hizmetleri söyledi. Aksi takdirde Vodafone kullanmayı da bırakacağım.;0
Vodafone müşteri hizmetlerine bağlanamıyorum. 3 Ağustos'ta aldığım 160 TL tarifede 18 yaş altı kullanıcı için durma özelliğini özellikle belirttim ve durma özelliği kesinlikle var denildi müşteri hizmetleri tarafından. Bana faturam 360 TL geldi. Şikayetçiyim, acil bana ulaşın Vodafone.;0
Vodafone müşteri temsilcileri, müşterilerine karşı kesinlikle saygıdan ve tahammülden yoksun bir üslupla konuşuyorlar. Turkcell'den Vodafone'a daha 5 gün oldu geçeli ama sırf bu saygısız, müşteriyi dinlemeyen ve azarlayan tahammülsüz ses tonunu bir daha duymamak için tekrar Turkcell'e geçeceğim. Ayrıca arama gerekçem de 4 günlük kesilen faturamda görüşmememe rağmen yurt dışı görüşme diye bir şeyi eklemeleri.;0
21.07.2024 tarihinde Vodafone tarife değişikliği için müşteri temsilcilerinden C**** bey ile görüştüm. 1 yıllık taahhüt karşılığında müşteri temsilcisinin sunmuş olduğu teklifi (270 TL/ay) kabul ederek tarife değişikliği gerçekleştirdim. Ancak daha sonra Vodafone Yanımda uygulamasına girdiğimde tarife ücretimin 370 TL/ay olduğunu fark ettim. Herhangi bir taahhüt yapmadan eski tarifemden devam etseydim zaten aylık 384 TL ödeyecektim. 28.07.2024 tarihinde müşteri hizmetlerini arayarak şikayet kaydı oluşturdum ve ses kayıtlarının dinlenmesini talep ettim. 05.08.2024 tarihine kadar sonuçlanıp tarafıma bilgi verileceği söylendi. Ancak halen bir geri dönüş yapılmadı. Mağduriyetimin ivedilikle giderilmesini Vodafone firmasından talep ediyorum.;0
542 numaralı telefondan asla ve asla Müşteri Temsilcisine bağlanılamıyor. İlk olarak bildireceğim. Şikayet budur. Kendini dünya markası gören bir firmaya toplum ulaşamıyor daha doğrusu ulaşılsın istemiyor. İnsanlar Tobi ile görüşmek için değil, şikayetlerini bildirmek için arıyorlar ancak karşılarına hiçbir işe yaramayan telesekreter çıkıyor. İzmir Çeşme'de bulunduğum sırada telefon Yunan operatöründen çektiği için faturama yurt dışı paketi 299 TL yansıtılmış. Oysa ki Türkiye sınırları içerisindeydim. 2 defa şikayet etmeme rağmen 2 şikayetim de kapatılmış ve param iade edilmemiş.;0
Vodafone müşterilerini yanıltmak üzerine kurulmuş bir şirket. Şu an fatura taahhüdümün son ayındayım, Yanımda uygulamasını kullanırken 180 TL'ye 18 GB paketini seç seçeneğiyle karşılaştım. Paketi seçip alınca, faturasıza geçtikten sonra TL yükleyince tanımlanacağını sanmıştım. Meğerse farkında olmadan tekrardan faturalıya geçmişim. Herhangi bir şekilde faturalıya geçeceğime dair bir bilgilendirme mesajı almadan farkında olmadan geçmiş bulundum. İşlemi iptal etmek istediğimi söylediğimde, iptal olmayacağını ve taahhüt bedeli ödemem gerekeceğini söylediler. Müşteri temsilcisinin üslubu alay eder tarzdaydı. Vodafone şirketi, Türk insanını yanıltıp haksız yere parasını alıyor.;0
Ben yaklaşık bir haftadan beri fatura tutarında sorun yaşadım. Notlar bıraktım fakat hala dönen olmadı. Faturalı hat kullanıyorken eksik bilgi verilmesi ile ilgili kızdım, faturasız hatta geçtim. Aynı gün herhangi bir cayma bedeli alınmaz denildi, ancak yansıdı ve 6 ay telsiz kullanım ücreti talep edildi. Ben şu an ek paket alırken zaten telsiz bedeli ödüyorum, iki defa neden talep ediliyor anlamış değilim. Çözüm sağlanmadı, ne yazık ki dönüp bilgi veren de olmadı.;0
Vodafone faturasız hat kolay paket satın alma sırasında 2 kere kredi kartımdan para çekti. Dünden beri müşteri hizmetleriyle görüşüyorum ve hiçbir çözüm bulunmuyor. 30 dakika görüşmede sıra gelmesini bekliyorum. Kartımdan 2 defa 365 TL çekildi. Paramın iadesini talep ediyorum.;0
Vodafone yanımda uygulamasından 01.08.2024 tarihinden 230 TL değerinde kolay paket aldım para hesaptan çekilmesine rağmen hattıma hala tanımlanmadı. Müşteri hizmetlerini aradığımda bugün veya yarin hesabınıza tanımlanır diyorlar. Üzerinden 8 gün geçmesine rağmen ne hattıma internet tanımlandı ne de hesabıma para geri yüklendi. Ayrıca mail yollamama rağmen geri donut bile alamadım. Hiçbir şey söylemiyorum artık yazık.;0
Ben 06/08/2024 tarihinde hattımı Vodafone'a taşıdım. Bütçe dostu tarifesiyle başvuru yaptım, hattımı Vodafone bayisinden aldım ve hattımı kolay tarife olarak verdiler. Müşteri hizmetlerini aradım, beni Vodafone bayisine yönlendirdiler. Vodafone bayisine gittim, beni müşteri hizmetlerine yönlendiriyorlar. Bu durumun çözülmesini istiyorum.;0
Nisan 2024 tarihinde hattımı kapattırdım. Her seferinde son faturanız diyerek 4 ay üst üste fatura kesip yolladılar. Hiçbir bilgilendirme yapmadan, ne bir SMS ne de bir telefon bilgi için aradım. Ağustos ayında hattımı kapattırdığımı söylediler. Daha önce hattımı dondurmuşum falan filan bir sürü yalan söylüyorlar.;0
Vodafone müşteri hizmetleri ile yaptığınız konuşmalarda not almayı taahhüt yaptığınız tarihleri not alın mutlaka.Vodafone ile bunu defalarca yaşadım. Artık Tüketici Hakem Heyeti ile haklarımı arayacağım.08/08/2024 tarihinde biten taahhüt için haziran ayında arama yapmaya başlıyorlar ve taahhüt bitiş tarihi bilgisi vermeden sizi hemen yeni kampanyalardan yararlandıralım mantığı ile önden yeni anlaşma yapıp sizden yüksek ücret almaya başlıyorlar. Önceki tecrübemden kaynaklı bunlara kulak asmadım ve bu aramalarda beni taahhüt bitiş tarihimde arayın diye ısrarla belirttim. Vodafone müşteri temsilcileri tamamen bilgisiz ve defalarca aynı konuyu farklı temsilcilerle görüşüp farklı farklı cevaplar aldım.Neyse konuya dönmek gerekirse 20/07/2024 tarihi saat 22:30 civarı kendim Vodafone müşteri hizmetlerini aradım ve taahhüdüm 08/08/2024 tarihinde bitiyor ve kampanyaları öğrenmek istiyorum dedim. Temsilci arkadaş 405 TL ile taahhüt 2. Dönem kapsamında devam edecek dedi ve teyit alıp görüşmeyi kapattık. Ertesi gün 21/07/2024 tarihinde fatura günüm olduğu için aldığım mesaj 2. Dönem kampanyanız 780 TL karşılığında yenilenmiştir diye SMS aldım.İş yoğunluğu kaynaklı aradan birkaç gün geçti ve tekrar aradım bana böyle bir şeyin olmadığını 405 TL olmadığını 780 TL olduğunu bir görevli söyledi. Ben de bana 20/07/2024 tarihi 22:30 sıralarında yaptığım görüşmenin kayıtlarının incelenmesini istediğimi ve şikayet kaydı oluşturulmasını talep ettim. Temsilci arkadaş kaydı açtığını ve 3 iş günü içerisinde dönüş yapılacağını bildirdi. Yaklaşık 10-15 gün bekledikten sonra arama gelmeyince 07/08/2024 tarihinde tekrar aradım ve temsilci arkadaş herhangi bir şikayet kaydınız olmadığını böyle bir şeyin de mümkün olmayacağını bildirdi.Ben kurumsal hayatı olan ve ticaret yapan birisiyim. Hayatımda böyle saçma bir çalışma sistemi daha görmedim. Sırf satış açlığından kaynaklı taahhüt bitmesine 2 ay kala aramaya başlıyorlar ve 12 ay taahhüt kullanman gerekirken 2 ay sizden daha yüksek para almak için bastırıyorlar.Vodafone ile 2023 kasım ayında da benzeri bir olay yaşadım. Bu ilk ve son değil farkındayım ama maalesef sessiz kaldıkça insanları yanıltmaya devam edecekler.21/08/2024 tarihinde faturamın çıkmasını bekliyorum. Yasal hak arayacağım. Önce Tüketici Hakem Heyeti çözülmez ise Tüketici Mahkemesi.Saygılar.;0
Vodafone müşteri hizmetlerini aradım. Daha önce 1 TL karşılığında çark çevirme işlemi yaptım, onu da kullanamadım. 19 TL işlem ücreti kesildi ve her 3 ayda bir bu ücret hesabımdan kesilecek. Bundan sonraki dönemler için iptali de mümkün değil. Önünde kahve, elinde sigara, CEO veya müdürleri insanları cüzi paralarla nasıl soyacaklarının hesabını yapıyor sanırım. Buraya yazdıktan sonra da diğer makamlara ileteceğim bu olayı.;0
"Vodafone Şebeke Sorunu
İstanbul""un göbeğinde Beyoğlu gibi bir Semt te telefonun çekmiyor. Defalarca arayıp şikayetimi dile getirmeme rağmen ilgilenen kimse yok. Vodafone'a ait 3 farklı telefon da 3 hattım var telefonlarda sıkıntı desem birinden birinde çalışır hepsi aynı en kısa zamanda mağduriyetimin giderilmesini rica ediyorum.";0
Hediye çarkını çeviriyorum. İnternet kazandığımı söylüyor fakat hediyemi vermiyor. Zaten 3 5 GB internetli tarifeleriniz var bir de bu tarz saçma sapan seylerle insanları meşgul ediyorsunuz. Bu hafta ekstra internete ihtiyacım varken böyle bir saçmalığa denk geliyor. Olmam akil alır gibi değil. Bu durumun acilen telafi edilmesini istiyorum. Zaten iyice soğudum bu Vodafone dan.;0
Vodafone 0546*912*63 numaralı telefon numarama iznim dahilinde olmadan tek bir SMS ile abonelik açıp 239.00 TL bir şeylere abonelik olarak 2 3 kez faturama yansıtıldığı mesajını aldım. Onayım olmadan yapılan bu işlemlerin acil iptal edilmesini istiyorum. İptal edilmemesi dahilinde suç duyurusunda bulunacağım. 2 aydır aynı durumdan muzdaribim. İlgilenilmiyor.;0
0532*****42 numaralı telefon Vodafone abonelik sözleşmemi müşteri temsilcisi ile yıllık sabit olmak şartıyla aylık 150 TL’ye anlaştım. Fakat üç ay 164 TL civarı fatura ödedikten sonra dördüncü ayda 264 TL civarına yükseldi. İki defa müşteri hizmetlerine şikayet oluşturdum, bir defa uygulamadan şikayet oluşturdum, döneceklerini söyleyip dönmediler. Ben işlemlerimi müşteri hizmetleri ile yapmama rağmen uygulamadan sözleşmeyi yenilediklerini iddia ediyorlar. Oysa ben yıllık sabit olarak 150 TL olacak şekilde anlaşma yapmıştım. Müşteri temsilcisi ile yaptığım anlaşmanın görüntü kaydını bulamadıklarını söylüyorlar. Şiddetle kınıyor ve faturamın düzeltilmesini bekliyorum.;0
Vodafone'a hattımı taşımak için 30 temmuzda başvuru yaptım,2 ağustosta kurye hattımı teslim edip 48 saat içinde SMS gelir ve hattınız açılır dedi. SMS gelmeyince 7 ağustosta Vodafone müşteri hizm. Aradım yarin SMS gelir dedi. Gelmeyince 8 inde tekrar aradım bu müşteri temsilcisi başvurunuz görünmüyor sistem iptal etmiş olabilir dedi. Ardından telefon kapandı. Tekrar aradığım temsilci başvuru var gece 12 ye kadar SMS gelecek dedi ve su an sabah 7 gelen SMS yok. Ben diğer operatördeki taahhüdümün bitişine göre buraya başvurdum ve 3 temsilcide farklı şeyler söyledi. Su an diğer operatörümde kullanamıyorum. Vodafone geçişim de denilen sürede yapılmadığı için mağdur oldum. Bugün şehir dışına çıkıyorum ve kullanabileceğim ne internetim ne de dakikam var. Şikayetçiyim mağduriyetimin bir an önce giderilmesini istiyorum.;0
3 Ağustos tan beri uğraşıyorum paket yapamıyorum. Belki uygulama güncel değil diye uygulamayı silip tekrar yükledim gene aynı şekilde hiçbir paket yapamıyorum. Sadece lira yükleme işlemi oluyor. Çok saçma. Uygulamada sıkıntı olsa hiçbir şekilde çalışmaz ama enteresan bir şekilde lira yükleme işleminde sıkıntı yok paket yaparken olmuyor. Sanki daha çok para ödememiz için yapılmış bir 😕 Birkaç ay önce faturalı yapmıştım. Sabit fiyat garantisi verildi o zaman da sorun yaşayınca tekrar faturasıza geçiş yaptım.;0
.../08.2024 tarihinde başvurduğum Vodafone numara taşıma işlemim ile ilgili hiçbir şekilde bilgilendirme almadım. 05.08.2024 tarihinde Dijital Kurye tarafından sim kartını aldım fakat hiçbir şekilde hattın açılacağına dair bilgi verilmedi. Tam 5 gündür hat açılmadı, aradığımızda da herhangi bir muhatap bulamıyoruz. Mevcut kullandığım operatörün taahhüt süresi bugün bitecek. Mağdur duruma düştüm. Eğer gün içinde bana geri dönüş olmazsa Tüketici Mahkemesi'ne başvuracağım, bilginiz olsun.;0
"Vodafone sınırsız Red'li 25 GB paketini kullanıyorum. Ay döndükten 9 gün sonra 25 GB paketim, sınırsız sosyal pass olmasına rağmen sadece Instagram ve Youtube gibi sınırsız olan haklarımı kullanırken bitti. Birincisi, 25 GB paketi (sosyal pass gibi kullanımlarım harici) bitirmem imkansız. İkincisi, Wi-Fi kullanırken bitti. Telefonumda kaç GB harcama yaptığımı ölçüyor; orada sosyal pass kullanımlarım harici 3-4 GB gözüküyor. Yüksek ihtimalle sınırsız olması gereken sosyal pass hakkımı normal GB'lı tarifemden kestiniz. En yakın zamanda dönüşünüzü bekliyorum.";0
Bundan 3 ay önce hattımı kısıtlamıştım ve faturam 15 lira vergi geliyordu. Şimdi ve bugün uygulamaya giriş yaptım, 500 lira olarak gözüküyor. Ben herhangi bir tarife değişikliği yapmadım. Daha önceki aylarda 250 lira gelen fatura bir anda nasıl 750 lira olur? Ben herhangi bir onay vermeden bu faturayı ödemiyorum ve kabul etmiyorum. Yetkililerden yardım istiyorum.;0
"Merhaba, Vodafone hat kısıtlama işlemim yaklaşık 1 aydır açılmıyor. Herhangi bir fatura borcum yoktur. Gerek çağrı merkezinden gerek yüz yüze iletişim kanallarından çözüme ulaştırılamamıştır. Konuyla ilgili aksiyon alınması rica ederiz. Çağrı merkezi bekleme süresinin minimum 3 dakikaya indirilmesine rağmen, 20 dakika gibi bekleme süresinin azami olarak hem uzun olması hem de çağrının düşmemesi bir iletişim problemidir. Tarafıma en kısa zamanda dönüş yapılmasını önemle rica ederim.İşlem yapılacak numara: 546 *******59
İletişim numaram: 539 ****91 02";0
Red'li müşteri olarak 20 Ultra paket kullanmama ve sınırsız sosyal paketim olmasına rağmen, Facebook ve Instagram'da sınırsız olması gereken yerde hep internetimden yemiş. Ben bu tarifeyi bayağıdır kullanıyorum ve yeni fark ediyorum. Lütfen gereğinin yapılmasını arz ederim.;0
Vodafone kısır döngüsü. Cihaz aldım, daha 4 taksiti var. Hayattan soğuttu beni. Telefon evimde çekmiyor, yolda çekmiyor, en ufak bir elektrik kesintisinde çekmiyor. Bir kafede oturuyorum, çekmiyor. Bir yere gezmeye gidiyorum, çekmiyor. Farklı operatörlerden yıldım diye yıllardır kullanıyorum ama yok, yok, yok. Arıyorum, cevap yok. Taahhüt zamanım gelmiş, yenilesem cayma bedeli isteyecekler. Geçiş yapsam, ödemenin tamamını istiyorlar. Böyle bir gücüm yok. Kontörlü olsun diyorum, yok. Bu sefer de cihaz taksidiniz var. Taahhüt yenilemedim diye bu ayın faturasında 708 TL. Ya yapmayın, etmeyin. Bu paraya bir gün çalışıyor. Bu ülkede binlerce insan aramayın beni, şikayetimi de çözmeyeceksiniz zaten. Zorla o taahhüdü yaptıracaksınız. Telefon taksitin bitince de hattımı taşıyacağım, o cayma bedelini çatır çatır alacaksınız değil mi? Yazıklar olsun. Vatandaş olarak, tüketici olarak hiçbir hakkımız yok, bir kez daha gördüm.;0
"Eşimin son 2 rakamını değiştirmiştim fakat geri almak zorunda kaldık ve her aradığımda talep oluşturduk, eski numaranıza geçiş sağlanacak denildi. Beni sürekli oyaladılar. Eşimin işleri ters gitti, her yerde eski numarası var; tabelasından tutun kartlarına kadar her yerde. Amirinden memuruna, eşim esnaf, her şey o numaraya bakıyor ve 3 evladım var. Eşim iş yaparsa eve para getirecek. Lütfen numaramız geri verilsin. Müşteri memnuniyeti kapsamında yaşamış olduğum mağduriyetin giderilmesini talep etmekteyim.";0
Vodafone'den benim kesinlikle iznim olmadan 239 TL ve 239 TL para çekilmiş. Bir tanesi Playcenter, birisi Allinmobi. Aboneliğimin iptalini istiyorum. Bu paraları ödemek istemiyorum. Bunlar yüzünden güncel faturam 638 TL. Mobil ödeme kullanmıyorum, zaten abonelik ücreti ödemek istemiyorum. İptal etsin Vodafone.;0
Vodafone'da haberim olmadan birkaç adet abonelik oluşmuş. İptal ettirdim ama faturamda hâlâ var. Yok yere faturama yansıtılmasını istemiyorum. Ne SMS geldi ne de bir şey yapılırken. Digitalworldio mobil gibi şeylerden harcama olmuş. Bunları ben yapmadım. Her ay ortalama 200 TL gelen faturam 900 TL olmuş.;0
0546***4207 hatta 15 Günlük Sınırsız TikTok Paketi yüklemek için mobil uygulamadan paket almaya çalıştım ama hata verdi. Tekrar denedim ve 139 TL karşılığında 15 Günlük Sınırsız TikTok Paketi satın aldım. Sonra anladım ki ilk denemede hata vermesine rağmen hesaptan 139 TL çekilmiş. Teknik hatadan dolayı haksız alınan 139 Tl'nin hatta geri yüklenmesini talep ediyorum.;0
0506*******91 numaralı Vodafone mobil hat ile ilgili durma özelliğini aktif etmiştim fakat 3 aydır iptal etmeye çalışıyorum. Bir türlü iptal olmuyor. Müşteri hizmetlerine bağlanıp oradan iptal etmek istiyorum fakat orada da bağlanmak imkansız çünkü yapay zeka devreye giriyor ve seni asla müşteri hizmetlerine bağlamıyor. Mesaj olarak 'iptal dur' yaz 7000'e gönder diyor ama oraya da gönderdiğimizde yine iptal olmuyor, iptal olunca sizi bilgilendireceğiz deyip iptal etmiyorlar. Fatura taahhüdüm biter bitmez ilk işim başka operatöre geçmek olacak.;0
Docuworld belgesel üyeliği talep etmediğim halde ben de iki aydır mesajı alıyorum. Yanlışlıkla üyelik yaptığımı düşündüm fakat Şikayetlerde Vodafone tarafından istek dışı bu mesajları alanlar olduğunu gördüm. Herhangi bir onayım ya da talebim yoktur. Neyse sorun çözülsün lütfen hemen yoksa CİMER e şikayet edeceğim.;0
Vodafone, senden önce de şikayetçiydim. Mahkeme 1 ay sonra. Hâlâ üzerime borç yüklüyorsun. Hem suçlusun hem de mağdur rolüne bürünmüşsün. Helal olsun vallahi, şikayetçiyim senden. Her ne olursa olsun, bunu yaparken sonuçları benim için çok ama çok kötü olabilirdi.;0
Vodafone Red Sınırsız Sosyal 50 GB paketi kullanıyorum. 20 gün oldu Vodafone'a geçeli. Ama sürekli YouTube, Instagram, TikTok platformlarını izlediğimde mevcut olan internetimden düşüş yaşıyorum. Müşteri hizmetlerini aradığımda aldığım cevap, canlı yayın izliyorsanız ondan dolayı paketinizden düşüş oluyordur dendi. Peki, satarken bu paketi veya paket içeriğinde bu belirtilmedi bana diyorum, cevap alamadım. Böyle söyleyince, bu insanları mağdur etmek değil de ne? Sınırsız sosyal medya denilince ben nereden bilebilirim sadece video izlenip canlı yayın izlenmeyeceğini? Resmen mağdur edildim.;0
Uzun süredir Red'li 18 GB tarife paketini kullanan bir Vodafone müşterisiyim. Tarife yenilenme zamanım her ayın 6'sında gece 23:59'da gerçekleşmektedir. 04.08.2024 13:00 civarlarında tarifemdeki 15 GB'lık internet birkaç saat içinde tüketilmiş olarak gösterildi. Sonrasında otomatik olarak 25 MB'lik ücretsiz 1. aşım devreye girmiş ve hemen bitip birkaç dakika içinde 500 MB'lik 2. aşım paketi devreye girmiştir (80 TL). Bu şekilde sırasıyla 3, 4, 5. aşım paketleri (1 GB = 100 TL) devreye alınarak onlar da birkaç dakika içerisinde tüketilmiş olarak gösterilmektedir. Şu anda ve daha öncesinde sürekli bu paketi kullanan biri olarak söylüyorum ki 15 GB'lık interneti neredeyse tüm gün TV, PC ve 2 telefona bağlayıp video izlediğimiz halde bitirdiğimizi hatırlamıyorum. Ancak İstanbul dışında tatilde olduğum ayın 4'ünde ne olduysa internetimin tamamı ve ek paketler birkaç saat içinde tüketilmiş görünüyor. Bu kadar hızlı bir tüketimin (video izleme, download yapmadığım halde) mümkün olmadığını ve bunun sistemsel bir hata olduğunu düşünüyorum. Gerekli incelemelerin yapılarak iznim ve onayım olmadan başlatılan aşım paketlerinin iptal edilmesini, paketimin hızlıca bitirilerek bu durumun oluşmasına sebep olan nedenlerin araştırılmasını rica ediyorum. Eğer bir çözüm üretilmezse Vodafone aboneliğimin iptaline başvuracağımı ve Tüketici Hakem Heyeti ile bu olayın üzerine giderek hakkımı arayacağımı bildirmek isterim.;0
Vodafone müşteri hizmetleri +90 (542) 542 00 00 numarasını aradım. 2 saat boyunca hatta bekletildim. 1 saat 53 dakika sonra telefonu açan bayan, yardımcı olacağını söyleyerek 'beyefendi, sizi başka birime aktarıyorum' dedi ve tekrardan 10 dakika bekletildim.Geri dönüş dahi yapılmadı. Hiçbir şekilde telafisi olamaz. Resmen saf yerine koyuyorlar. Dile kolay tam 2 saat! Resmen insanın sabrını sınamak için kurulmuş bir operatör...;0
Vodafone'den benim kesinlikle iznim olmadan 240 240 para çekilmiş bir tanesi ceptefun birisi Portfun. Mobi-2kesinlikle şikayet edip dava açacağım paramın geri hesabıma yatırılmasını istiyorum. Aksi takdirde olanlardan ben sorumlu değilim. Geri iademi talep ediyorum.;0
Limitim olmasına rağmen harcama yapamıyorum. İlk iki gün harcama yapılıyor ama sonra bu kısıtlanıyor. Bütün faturalarımı vaktinde ödüyorum. Hiçbir uygulamada şu an harcama yaptırmıyor ama 2000 TL limitim var şu an. Bu durumu birçok kez dile getirdim ama sonuç sıfır. Talep oluşturuyor ve geri dönüş yapmıyorsunuz;0
Son günlerde Instagram olmadığı için herkesin yaptığı gibi VPN kullanmak zorunda kaldım ve faturama 300 TL'lik yurt dışı paketi yansıtılmış. Herhangi bir bilgi SMS'i olmadan paketi gördüğümde hemen iptal ettim. Bu ücreti kabul etmiyorum. Gereğinin yapılmasını istiyorum.;0
"Bu ayın birinde faturasız tarifeye geçiş için talepte bulundum. Bir haftadır hiçbir işlem yapılmadı. Dün tekrar aradım. Uzun süre telefonda bekletildim. Sonrada durumun değerlendirildiği söylendi. Neyi değerlendiriyorlarsa? Altı üstü bir geçiş talebi. Bu görüşmeden hemen sonra, mevcut tarifemi (161 TL) daha üst bir faturalıya (829 TL) tarifeye geçirmişler, hem de hiç vakit kaybetmeden! 
Ne haberim var, ne de onayım! 
Neden? 
Aymazlık, suistimal, ilgisizlik,... 
Ne dersen hepsi var...";0
Pass paketi diye alıyoruz ama kendi internetimizden yiyor. Sosyal pass ve iletişim pass paketim var buna rağmen bütün kullandığım uygulamalar normal internetten çekmiş. Önümde 20 günden fazla var ve 1 GB kaldı. Bu mağduriyetlerin karşılığı ne olacak?;0
10 yıldır Vodafone abonesiyim, 2 hattım var ve ikisi de faturalı. Vodafone bu ara haksız kazanç sağlamak amacıyla fazla fatura çıkarıyor. Vodafone bütçe dostu 16 GB olan faturalı tarifeye geçtim, taahhütlü fiyat 350 TL, vergiyle birlikte 365 TL olmasına rağmen hattımın borcunu 3 gün geciktirdim diye hat açma bedeli, faiz vs. fazladan 662,10 TL numaramın birine, diğer hattıma da 528,90 TL yansıtılmış. Yıllardır Vodafone müşterisi olmama rağmen, 3-4 gün bir müşterisini idare edemeyip fazladan borç çıkarıyor. Ayıptır, günahtır, para kolay kazanılmıyor. Neden bu kadar çok fatura parası yansıtıyorsunuz? İnsanlık hali, birkaç gün gecikmeyle bu kadar fahiş bir fiyat yansıtılmaz. İki kere hat açma ücreti, yani 2 aylık bir tarife fiyatını bir haftada kazanalım düşüncesine kapılmayın. Bu tarafıma yansıtmış olduğunuz bu fiyatın düşürülmesini ve ödeme kolaylığı sağlanmasını, tarafıma bir an önce ulaşılmasını, indirim sağlanmasını talep ve arz ederim.;0
Vodafone'dan yaptıklarına hayret ediyorum. Eskiden Vodafone internet kullanırdık 1 sene internet getirmediler. Davalık olduk. Neyse ki onu caymayla hallettik. Konu bu sefer hat çekmemesi evdeyken çekmiyordu artık ailecek alışmıştık ama telefonumu değiştirdikten sonra asla çekmiyor hele evde artık hiçbir noktada çekmiyor insanlar bana ulaşamıyor ben arama yapamıyorum. Rezil hizmet kayıt açtılar ne zaman dönerlerse artık boşuna fatura ödüyorum bu hizmeti alabilmek için mi? Acil bu sorunumu çözün;0
Vodafone kullanıcısıyım. İnternet aşım ücreti anormal derecede yansıtılmış. Ben bunu nasıl bilebilirim? Hop, faturaya yansıtılıyor. 230 TL olan faturam 952 TL olmuş. Müşteri hizmetlerine ulaşamıyorum, Tobi'ye yönlendiriliyor. Bu iş nasıl olacak anlamıyorum, şikayetçiyim.;0
Vodafone beni mağdur etti. Evlendikten sonra eşimin soyadını aldım. Bunun üzerine Vodafone, bilgilerimi güncellemem gerektiğini ve Vodafone bayisine gitmem için mesaj attı. Aksi takdirde hattımın 90 gün içinde kapanacağını belirtti. Vodafone bayilerine gittim, müşteri hizmetlerini arayın dediler. Müşteri hizmetlerini arıyorum, onlar da bayiye yönlendiriyor. En son şikayet var'a yazdım. Aradılar kimlik yükleyin dediler. Yükledik güncelleyeceğiz dediler ve 5 gün geçti hala güncellenmedi. Hattım kapanacak yardımcı olan yok;0
Tmonz Medya, Vodafone'dan gelen mesaj üzerine 239 TL + 239 TL olmak üzere iki adet ek fatura geldi. Ne olduğunu anlamadım, şikayet hattını aradım. Bana dedikleri onay kodunu dahi girmişsiniz. 4 yaşındaki çocuğum giriş yapmış. Benim anlamadığım şey, çocuk okuma yazma nedir bilmez, onay kodunu dahi girmiş. Haberim olmadan bu şekilde kesilen fatura ücretinin iptalini istiyorum.;0
Bir daha kullanmış olduğum Vodafone hattıma belirsiz kişi ve kişilerle yasal takip süreci başlatılacak diye mesaj gelirse, gerisini İlhan Duman ve Vodafone düşünsün. Madde 1: KVKK kapsamında benim numaram kişi ve kurumlara paylaşılamaz. Bilginize, borcumuz falan yok. İlhan Duman, ayağını denk al, yoksa almak zorunda kalacaksın. Attığın mesajlara Vodafone ve tarafınıza önce baro, sonra tüm haklarımı kullanacağım. Köpeksiz köy değil, değneksiz dolaşasın.;0
